,name,id,stage,year
977,Bajofondo,4Wk0MW9d5uu6WbAgRCuH4O,Gobi Tent,2009
978,A Place to Bury Strangers,3kx1S2P2Qq3a9bG4DGsAjR,Gobi Tent,2009
979,Peanut Butter Wolf,3KjYnDT3cEQ8ngiCLTCIl9,Gobi Tent,2009
980,Buraka Som Sistema,6zUiRChNyL3HEezOd1Wjam,Gobi Tent,2009
981,Los Campesinos!,6FlOCziOXI157pvUREAh3E,Gobi Tent,2009
982,People Under The Stairs,0av074qUwLn5eyzwqoq3xh,Gobi Tent,2009
983,Ryan Bingham,31z9f9AyPawiq0qlBO1M3i,Gobi Tent,2009
984,El Gran Silencio,6pWTPhk1AtVfNmkaeXXVpD,Gobi Tent,2009
985,Genghis Tron,5xIZimpMAfvZjQcgFKBCKl,Mojave Tent,2009
986,Beirut,6pmxr66tMAePxzOLfjGNcX,Mojave Tent,2009
987,Beirut,6pmxr66tMAePxzOLfjGNcX,Mojave Tent,2012
988,N.A.S.A.,1bfl0AU8SqmLkElptOprhC,Mojave Tent,2009
989,White Lies,6ssXMmc5EOUrauZxirM910,Mojave Tent,2009
990,White Lies,6ssXMmc5EOUrauZxirM910,Gobi Tent,2014
991,The Hold Steady,3qkZBMz5JgmRN9u5wwhRC6,Mojave Tent,2009
992,Cage the Elephant,26T3LtbuGT1Fu9m0eRq5X3,Mojave Tent,2009
993,Cage the Elephant,26T3LtbuGT1Fu9m0eRq5X3,Outdoor Theatre,2011
994,Cage the Elephant,26T3LtbuGT1Fu9m0eRq5X3,Coachella Stage,2014
995,The Aggrolites,5tdgsoMr7dIrcVUVauzuvM,Mojave Tent,2009
996,Dear and the Headlights,1aOp1lgpcwRxADf1jHvXhu,Mojave Tent,2009
997,The Crystal Method,5eKLa1xyHLq8ERWmT1CRHj,Sahara Tent,2009
998,The Presets,1zTAQ6zkGz2L2i6lfR30EX,Sahara Tent,2009
999,The Presets,1zTAQ6zkGz2L2i6lfR30EX,Mojave Tent,2011
1000,Ghostland Observatory,2waNUwuthEgcBTFvYo26vo,Sahara Tent,2009
1001,Crystal Castles,7K3zpFXBvPcvzhj7zlGJdO,Sahara Tent,2009
1002,Crystal Castles,7K3zpFXBvPcvzhj7zlGJdO,Outdoor Theatre,2011
1003,Crystal Castles,7K3zpFXBvPcvzhj7zlGJdO,Sahara Tent,2017
1004,The Ting Tings,2wvUfjKGoXvcnDHq7GgMOa,Sahara Tent,2009
1005,Gui Boratto,27LGatz1m8aJ7ZaVVWEphc,Sahara Tent,2009
1006,Switch,6S58b0fr8TkWrEHOH4tRVu,Sahara Tent,2009
1007,Michael Franti & Spearhead,1mHuZMOP8FG5ip4yAb1vrB,Coachella Stage,2009
1008,Paolo Nutini,7x5rK9BClDQ8wmCkYAGsQp,Coachella Stage,2009
1009,Joss Stone,7bvcQXJHkFiN1ppIN3q4fi,Coachella Stage,2009
1010,Billy Talent,08yf5A2nS4XEeNvabDXqyg,Coachella Stage,2009
1011,Jenny Lewis,5cMVRrisBpDkXCVG48epED,Outdoor Theatre,2009
1012,Jenny Lewis,5cMVRrisBpDkXCVG48epED,Outdoor Theatre,2015
1013,Band of Horses,0OdUWJ0sBjDrqHygGUXeCF,Outdoor Theatre,2009
1014,Band of Horses,0OdUWJ0sBjDrqHygGUXeCF,Outdoor Theatre,2013
1015,Fleet Foxes,4EVpmkEwrLYEg6jIsiPMIb,Outdoor Theatre,2009
1016,Fleet Foxes,4EVpmkEwrLYEg6jIsiPMIb,Outdoor Theatre,2018
1017,Calexico,1OmdWpAh1pucAuZPzJaxIJ,Outdoor Theatre,2009
1018,Superchunk,7lmde7T1WJPFwv1eR6melP,Outdoor Theatre,2009
1019,Superchunk,7lmde7T1WJPFwv1eR6melP,Gobi Tent,2014
1020,Drive-By Truckers,1rXr1ZnvbRoYBaedIl9v4v,Outdoor Theatre,2009
1021,Liars,2z78AlkdwE2Ghj9EB50M6z,Outdoor Theatre,2009
1022,Cloud Cult,6R1T5YklzC9OFugGt8RwOD,Outdoor Theatre,2009
1023,Gang Gang Dance,6UU6YXQaFGQToWN6U28Dcb,Gobi Tent,2009
1024,Glass Candy,7atGlyFY5574ph1tGMs6gD,Gobi Tent,2009
1025,Tinariwen,2sf2owtFSCvz2MLfxmNdkb,Gobi Tent,2009
1026,Amanda Palmer,726Dh6A5VyDfAAQxilT6A0,Gobi Tent,2009
1027,Blitzen Trapper,72XY3HrDdFfZXNZFCT9Zh1,Gobi Tent,2009
1028,Bob Mould Band,0fWvSXbvztkeHEnEuYvU2A,Gobi Tent,2009
1029,Ida Maria,2MCUVoI9J8LEqtHvf3X5ln,Gobi Tent,2009
1030,Mastodon,1Dvfqq39HxvCJ3GvfeIFuT,Mojave Tent,2009
1031,Turbonegro,191rVxQbbZ05wcICUSvLkz,Mojave Tent,2009
1032,James Morrison,3LpLGlgRS1IKPPwElnpW35,Mojave Tent,2009
1033,Glasvegas,478peoEkoKPsTgRiVzkvPl,Mojave Tent,2009
1034,Henry Rollins,6Jm8KViMNCuYjzrO1hJkcT,Mojave Tent,2009
1035,Dr. Dog,4mLJ3XfOM5FPjSAWdQ2Jk7,Mojave Tent,2009
1036,thenewno2,1UcjNf3XC72W7f34wc2Xzl,Mojave Tent,2009
1037,Ariel Pink's Haunted Graffiti,5H0YoDsPDi9fObFmJtTjfN,Mojave Tent,2009
1038,Ariel Pink's Haunted Graffiti,5H0YoDsPDi9fObFmJtTjfN,Gobi Tent,2011
1039,P.O.S,3gd8FJtBJtkRxdfbTu19U2,Mojave Tent,2009
1040,P.O.S,3gd8FJtBJtkRxdfbTu19U2,Gobi Tent,2010
1041,Crookers,3o1cwVQfiDWafhYA02k13C,Sahara Tent,2009
1042,The Bloody Beetroots,0QJKELJZZuLAjqLOOixJm5,Sahara Tent,2009
1043,Zane Lowe,2Whc9BubHyVNmH7xkwSkgK,Sahara Tent,2009
1044,Zane Lowe,2Whc9BubHyVNmH7xkwSkgK,Yuma Tent,2013
1045,Surkin,1XqqyIQYMonHgllb1uysL3,Sahara Tent,2009
1046,Para One,5MRONaryo2z75lLiuJ0NWJ,Sahara Tent,2009
1047,Drop the Lime,54xplVPon9LqkbO5PXUCBG,Sahara Tent,2009
1048,My Bloody Valentine,3G3Gdm0ZRAOxLrbyjfhii5,Coachella Stage,2009
1049,Okkervil River,5E7zSu46SqTmgKqsc0tFkY,Coachella Stage,2009
1050,The Knux,52gwRVa1eX4gTCplPd2tlq,Coachella Stage,2009
1051,Public Enemy,6Mo9PoU6svvhgEum7wh2Nd,Outdoor Theatre,2009
1052,Paul Weller,7Lf3LOZp3U3u2f6cWMd3AH,Outdoor Theatre,2009
1053,Antony and the Johnsons,4fxp616ALtFWnXfwxnjLzW,Outdoor Theatre,2009
1054,Lykke Li,6oBm8HB0yfrIc9IHbxs6in,Outdoor Theatre,2009
1055,Lykke Li,6oBm8HB0yfrIc9IHbxs6in,Mojave Tent,2015
1056,The Gaslight Anthem,7If8DXZN7mlGdQkLE2FaMo,Outdoor Theatre,2009
1057,The Gaslight Anthem,7If8DXZN7mlGdQkLE2FaMo,Coachella Stage,2013
1058,The Night Marchers,1ewxZpcC2Sj2KmYuJItKq9,Outdoor Theatre,2009
1059,Clipse,2J257euzcjnDLipsyJH3F2,Gobi Tent,2009
1060,K'naan,0izzgeYfxnUMGxQSqfVlV8,Gobi Tent,2009
1061,Sébastien Tellier,23ymPLjbtAMzTJS2qRtQ8Z,Gobi Tent,2009
1062,Friendly Fires,3mZqziCJj4pq3P2VBpmK6p,Gobi Tent,2009
1063,Themselves,7eQ43kQCUbSCFDDMeTUxJl,Gobi Tent,2009
1064,Throbbing Gristle,1UYhxPY1oqFUg1HfF8nV3k,Mojave Tent,2009
1065,The Horrors,7EFB09NxZrMi9pGlOnuBpd,Mojave Tent,2009
1066,The Horrors,7EFB09NxZrMi9pGlOnuBpd,Gobi Tent,2012
1067,X,15UsOTVnJzReFVN1VCnxy4,Mojave Tent,2009
1068,Murder City Devils,0rIOnBirvFkIILkTCGc7N0,Mojave Tent,2009
1069,The Brian Jonestown Massacre,30uiS1n3uIGXJEYFR1GVDy,Mojave Tent,2009
1070,Fucked Up,05C3EDw4Rf0qMhrdjFKncL,Mojave Tent,2009
1071,No Age,5xj0jN2EifogsCRT1f91Zy,Mojave Tent,2009
1072,Vivian Girls,0WkO9Px6qQCM7so8lYvaCv,Mojave Tent,2009
1073,Étienne de Crécy,78YRbJhMi5kXKruiQGCJo7,Sahara Tent,2009
1074,Late of the Pier,5ZBQea34QfBgEDkcGEKK2b,Sahara Tent,2009
1075,Plump DJs,1daC6WKGAm52YZbL5G7zYg,Sahara Tent,2009
1076,M.A.N.D.Y.,73jBynjsVtofjRpdpRAJGk,Sahara Tent,2009
1077,Shepard Fairey,3E7qq012kIvb6OI6Z9Msr3,Sahara Tent,2009
1078,Supermayer,0xe3cDuR59Zm2RrkOSDkFO,Sahara Tent,2009
1079,Jay-Z,3nFkdlSjzX9mRTtwJOzDYB,Coachella Stage,2010
1080,Them Crooked Vultures,4zYQWYmtimAEmI6WWEzGfO,Coachella Stage,2010
1081,The Specials,6xnvNmSzmeOE1bLKnYXKW3,Coachella Stage,2010
1082,Street Sweeper Social Club,1YghQU3PwfnDu94PRfE4pv,Coachella Stage,2010
1083,Calle 13,0yNSzH5nZmHzeE2xn6Xshb,Coachella Stage,2010
1084,Wale,67nwj3Y5sZQLl72VNUHEYE,Coachella Stage,2010
1085,Public Image Ltd.,70MMkLXtue3Edj3RJhJkYp,Outdoor Theatre,2010
1086,Echo and the Bunnymen,0fgYKF9Avljex0L9Wt5b8Z,Outdoor Theatre,2010
1087,Passion Pit,7gjAu1qr5C2grXeQFFOGeh,Outdoor Theatre,2010
1088,Passion Pit,7gjAu1qr5C2grXeQFFOGeh,Coachella Stage,2013
1089,She & Him,3CIRif6ZAedT7kZSPvj2A4,Outdoor Theatre,2010
1090,Deer Tick,3rT8xTwSOMDURtWpPyoKIO,Outdoor Theatre,2010
1091,Alana Grace,5tRfaKWXzvdRyISARq4VKS,Outdoor Theatre,2010
1092,The Whitest Boy Alive,1qcU8NabUQ5efQf8UGW6CV,Gobi Tent,2010
1093,Céu,2eFVsaX3yHLPeWpiqvmeFn,Gobi Tent,2010
1094,Little Dragon,6Tyzp9KzpiZ04DABQoedps,Gobi Tent,2010
1095,Little Dragon,6Tyzp9KzpiZ04DABQoedps,Mojave Tent,2014
1096,Little Dragon,6Tyzp9KzpiZ04DABQoedps,Gobi Tent,2017
1097,La Roux,3K2zB87GZv1krx031en5VA,Gobi Tent,2010
1098,La Roux,3K2zB87GZv1krx031en5VA,Mojave Tent,2013
1099,The Dillinger Escape Plan,7IGcjaMGAtsvKBLQX26W4i,Gobi Tent,2010
1100,Hockey,1GJ1uwDfaA8GVVpVc2I2d2,Gobi Tent,2010
1101,Sleigh Bells,59pWgeY26Q6yJy37QvJflh,Gobi Tent,2010
1102,Sleigh Bells,59pWgeY26Q6yJy37QvJflh,Mojave Tent,2011
1103,Sleigh Bells,59pWgeY26Q6yJy37QvJflh,Outdoor Theatre,2014
1104,Iglu & Hartly,3E0zaebSkY5aN4PhDcvt9C,Gobi Tent,2010
1105,Kate Miller-Heidke,6sfUgwUTFjy1SNF2uWOcPp,Gobi Tent,2010
1106,Fever Ray,5hE6NCoobhyEu6TRSbjOJY,Mojave Tent,2010
1107,Lucero,3SNKhPPfra7g7Crq1QA330,Mojave Tent,2010
1108,Ra Ra Riot,6FIrstf3kHEg3zBOyLpvxD,Mojave Tent,2010
1109,Yeasayer,04HvbIwBccFmRie5ATX4ft,Mojave Tent,2010
1110,Yeasayer,04HvbIwBccFmRie5ATX4ft,Outdoor Theatre,2013
1111,As Tall as Lions,1F1IdqOCO4A9kBrQihBaOI,Mojave Tent,2010
1112,Baroness,3KdXhEwbqFHfNfSk7L9E87,Mojave Tent,2010
1113,Jets Overhead,7hrkCWuz4OT9xz4E33wWJO,Mojave Tent,2010
1114,Pretty Lights,4iVhFmG8YCCEHANGeUUS9q,Sahara Tent,2010
1115,Pretty Lights,4iVhFmG8YCCEHANGeUUS9q,Outdoor Theatre,2013
1116,Wolfgang Gartner,3534yWWzmxx8NbKVoNolsK,Sahara Tent,2010
1117,Wolfgang Gartner,3534yWWzmxx8NbKVoNolsK,Sahara Tent,2013
1118,Aeroplane,31CtLHmSL7Oa7TPU9YyBEu,Sahara Tent,2010
1119,Aeroplane,31CtLHmSL7Oa7TPU9YyBEu,Yuma Tent,2014
1120,Proxy,2RlpZIF9zyKRmR3IUOpaNR,Sahara Tent,2010
1121,DJ Lance Rock,1a1jBUtDEfJtI8B1myCPnn,Sahara Tent,2010
1122,Faith No More,6GbCJZrI318Ybm8mY36Of5,Coachella Stage,2010
1123,White Rabbits,2t5yZKDT7oAMkOFkoToViO,Coachella Stage,2010
1124,Old Crow Medicine Show,4DBi4EYXgiqbkxvWUXUzMi,Coachella Stage,2010
1125,Zoé,6IdtcAwaNVAggwd6sCKgTI,Coachella Stage,2010
1126,Zoé,6IdtcAwaNVAggwd6sCKgTI,Coachella Stage,2014
1127,Steel Train,21GlDdSK6L1AvnMSbKh4Ut,Coachella Stage,2010
1128,The Dead Weather,4AZab8zo2nTYd7ORDmQu0V,Outdoor Theatre,2010
1129,The xx,3iOvXCl6edW5Um0fXEBRXy,Outdoor Theatre,2010
1130,The xx,3iOvXCl6edW5Um0fXEBRXy,Coachella Stage,2013
1131,The xx,3iOvXCl6edW5Um0fXEBRXy,Coachella Stage,2017
1132,Edward Sharpe and the Magnetic Zeros,7giUHu5pv6YTZgSkxxCcgh,Outdoor Theatre,2010
1133,Edward Sharpe and the Magnetic Zeros,7giUHu5pv6YTZgSkxxCcgh,Outdoor Theatre,2016
1134,The Temper Trap,4W48hZAnAHVOC2c8WH8pcq,Outdoor Theatre,2010
1135,Frightened Rabbit,6fVcDUckTwxqg56qNsEvUr,Outdoor Theatre,2010
1136,Porcupine Tree,5NXHXK6hOCotCF8lvGM1I0,Outdoor Theatre,2010
1137,Rx Bandits,47bGK00zHXcGlUWfrE0dvi,Outdoor Theatre,2010
1138,Flying Lotus,29XOeO6KIWxGthejQqn793,Gobi Tent,2010
1139,Flying Lotus,29XOeO6KIWxGthejQqn793,Gobi Tent,2012
1140,Flying Lotus,29XOeO6KIWxGthejQqn793,Mojave Tent,2015
1141,Bad Lieutenant,6WG1SrnK1bRgdkdglxvD10,Gobi Tent,2010
1142,Corinne Bailey Rae,29WzbAQtDnBJF09es0uddn,Gobi Tent,2010
1143,Band of Skulls,4ddt8PPvmWrI9mJQy1VrIG,Gobi Tent,2010
1144,Band of Skulls,4ddt8PPvmWrI9mJQy1VrIG,Coachella Stage,2012
1145,Girls,37hAfseJWi0G3Scife12Il,Gobi Tent,2010
1146,Girls,37hAfseJWi0G3Scife12Il,Outdoor Theatre,2012
1147,Portugal. The Man,4kI8Ie27vjvonwaB2ePh8T,Gobi Tent,2010
1148,Portugal. The Man,4kI8Ie27vjvonwaB2ePh8T,Outdoor Theatre,2013
1149,Portugal. The Man,4kI8Ie27vjvonwaB2ePh8T,Coachella Stage,2018
1150,The Almighty Defenders,4VRBYAzCvjuiqKGdjDWdSj,Gobi Tent,2010
1151,Frank Turner,27M9shmwhIjRo7WntpT9Rp,Gobi Tent,2010
1152,Frank Turner,27M9shmwhIjRo7WntpT9Rp,Gobi Tent,2014
1153,Devo,2zFZiWQJFFshzojycnXoTL,Mojave Tent,2010
1154,Les Claypool,1oM1vgebNTCZmVYwC3YYl8,Mojave Tent,2010
1155,Major Lazer,738wLrAtLtCtFOLvQBXOXp,Mojave Tent,2010
1156,Major Lazer,738wLrAtLtCtFOLvQBXOXp,Mojave Tent,2013
1157,Major Lazer,738wLrAtLtCtFOLvQBXOXp,Coachella Stage,2016
1158,Aterciopelados,3MqjsWDLhq8SyY6N3PE8yW,Mojave Tent,2010
1159,Dirty Projectors,5VF0YkVLeVD4ytyiyVSIiF,Mojave Tent,2010
1160,Gossip,3sFTupo9UGgrujjN21BjwR,Mojave Tent,2010
1161,Beach House,56ZTgzPBDge0OvCGgMO3OY,Mojave Tent,2010
1162,Beach House,56ZTgzPBDge0OvCGgMO3OY,Outdoor Theatre,2013
1163,Beach House,56ZTgzPBDge0OvCGgMO3OY,Outdoor Theatre,2016
1164,Camera Obscura,5gInJ5P5gQnOKPM3SUEVFt,Mojave Tent,2010
1165,John Waters,3qeoYI3u0hMmvcmZGvZNcx,Mojave Tent,2010
1166,Die Antwoord,6urkHDoIVO1WO8vNIwcJmM,Sahara Tent,2010
1167,Bassnectar,1JPy5PsJtkhftfdr6saN2i,Sahara Tent,2010
1168,Bassnectar,1JPy5PsJtkhftfdr6saN2i,Sahara Tent,2013
1169,Dirty South,1bpzpALZwOoKXzwMg2i8WB,Sahara Tent,2010
1170,Dirty South,1bpzpALZwOoKXzwMg2i8WB,Sahara Tent,2015
1171,Sam XL,7ECXymmfS4gH66cI7a8dwr,Sahara Tent,2010
1172,Sam XL,7ECXymmfS4gH66cI7a8dwr,Oasis Dome,2011
1173,Gorillaz,3AA28KZvwAUcZuOKwyblJQ,Coachella Stage,2010
1174,Gorillaz,3AA28KZvwAUcZuOKwyblJQ,Coachella Stage,2023
1175,Yo La Tengo,5hAhrnb0Ch4ODwWu4tsbpi,Coachella Stage,2010
1176,De La Soul,1Z8ODXyhEBi3WynYw0Rya6,Coachella Stage,2010
1177,B.o.B,4UXqAaa6dQYAk18Lv7PEgX,Coachella Stage,2010
1178,Babasonicos,2F9pvj94b52wGKs0OqiNi2,Coachella Stage,2010
1179,Thom Yorke,4CvTDPKA6W06DRfBnZKrau,Outdoor Theatre,2010
1180,Jónsi,3khg8RDB6nMuw34w1IHS6Y,Outdoor Theatre,2010
1181,Sunny Day Real Estate,2lZkXWxkZsZzBocxMjN1or,Outdoor Theatre,2010
1182,Deerhunter,38zTZcuN7nFvVJ6auhc6V3,Outdoor Theatre,2010
1183,Deerhunter,38zTZcuN7nFvVJ6auhc6V3,Mojave Tent,2016
1184,Owen Pallett,77Rj6PHmQJFb8nbSH62y68,Outdoor Theatre,2010
1185,Delphic,4UTHeJ0TdH6zAEt5MoV02I,Outdoor Theatre,2010
1186,The Middle East,6imbHAlhHrFwtsOgqpeBK2,Outdoor Theatre,2010
1187,Little Boots,0MoXIHcFwhIWnFgBfdvQ30,Gobi Tent,2010
1188,Sly Stone,5m8H6zSadhu1j9Yi04VLqD,Gobi Tent,2010
1189,Charlotte Gainsbourg,2rBcvLKWCZs9w1qIWv560v,Gobi Tent,2010
1190,Charlotte Gainsbourg,2rBcvLKWCZs9w1qIWv560v,Gobi Tent,2019
1191,Florence + the Machine,1moxjboGR7GNWYIMWsRjgG,Gobi Tent,2010
1192,Local Natives,75dQReiBOHN37fQgWQrIAJ,Gobi Tent,2010
1193,Local Natives,75dQReiBOHN37fQgWQrIAJ,Outdoor Theatre,2013
1194,Local Natives,75dQReiBOHN37fQgWQrIAJ,Coachella Stage,2017
1195,Hypnotic Brass Ensemble,4wvPcMJk7L9Rbw9Qh4kBeH,Gobi Tent,2010
1196,Kevin Devine,66ScZxprvrMbCtN4ivA0JX,Gobi Tent,2010
1197,Yann Tiersen,00sazWvoTLOqg5MFwC68Um,Mojave Tent,2010
1198,The Big Pink,4xM0Rz2FbjZevoVLVJUgEQ,Mojave Tent,2010
1199,The Big Pink,4xM0Rz2FbjZevoVLVJUgEQ,Mojave Tent,2012
1200,Gary Numan,5KQMtyPE8DCQNUzoNqlEsE,Mojave Tent,2010
1201,Miike Snow,4l1cKWYW591xnwEGxpUg3J,Mojave Tent,2010
1202,Miike Snow,4l1cKWYW591xnwEGxpUg3J,Outdoor Theatre,2012
1203,Miike Snow,4l1cKWYW591xnwEGxpUg3J,Mojave Tent,2016
1204,Julian Casablancas,1rAv1GhTQ2rmG94p9lU3rB,Mojave Tent,2010
1205,Julian Casablancas,1rAv1GhTQ2rmG94p9lU3rB,Mojave Tent,2014
1206,Matt & Kim,4MSMDY0ClgWqXApU53I1L1,Mojave Tent,2010
1207,Mutemath,1J9Z9bhqkgyqseEi85cbyx,Mojave Tent,2010
1208,King Khan and the Shrines,36cEnU1vYfohStmnt8y3T2,Mojave Tent,2010
1209,The Soft Pack,58R08u9dab54FJxYkeDDJm,Mojave Tent,2010
1210,One eskimO,1K1m6K2IZOcbyabxB2jXjg,Mojave Tent,2010
1211,Plastikman,7GoFQNOTX0suC6Tn59qx8n,Sahara Tent,2010
1212,Orbital,0kpY0hlMl60lWBpTQkSAUi,Sahara Tent,2010
1213,The Glitch Mob,3a9qv6NLHnsVxJUtKOMHvD,Sahara Tent,2010
1214,The Glitch Mob,3a9qv6NLHnsVxJUtKOMHvD,Sahara Tent,2014
1215,Rusko,4BTcOR2hEQZQQL5AMo5u10,Sahara Tent,2010
1216,Talvin Singh,30Y7JOpiNgAGEhnkYPdI1P,Sahara Tent,2010
1217,Paparazzi,2avrAiKHyEOuZq92O1yIxV,Sahara Tent,2010
1218,Ms. Lauryn Hill,2Mu5NfyYm8n5iTomuKAEHl,Coachella Stage,2011
1219,Cee Lo Green,4ntC3LouVOQVXZA94AUsA0,Coachella Stage,2011
1220,Caifanes,1GImnM7WYVp95431ypofy9,Outdoor Theatre,2011
1221,Brandon Flowers,18Zv2g2vUcEGqJf6WnjfXN,Outdoor Theatre,2011
1222,Tame Impala,5INjqkS1o8h1imAzPqGZBb,Outdoor Theatre,2011
1223,Tame Impala,5INjqkS1o8h1imAzPqGZBb,Outdoor Theatre,2013
1224,Tame Impala,5INjqkS1o8h1imAzPqGZBb,Coachella Stage,2015
1225,Tame Impala,5INjqkS1o8h1imAzPqGZBb,Coachella Stage,2019
1226,Warpaint,3AmgGrYHXqgbmZ2yKoIVzO,Outdoor Theatre,2011
1227,Warpaint,3AmgGrYHXqgbmZ2yKoIVzO,Mojave Tent,2014
1228,Warpaint,3AmgGrYHXqgbmZ2yKoIVzO,Gobi Tent,2017
1229,Titus Andronicus,5lJ4XQ2hlPlxACN7q3xKL1,Outdoor Theatre,2011
1230,The Rural Alberta Advantage,0v6gOfGBclTSGu6agfXb23,Outdoor Theatre,2011
1231,Scala & Kolacny Brothers,5cXCuJjbyxee1uCILXatYZ,Gobi Tent,2011
1232,Nosaj Thing,0IVapwlnM3dEOiMsHXsghT,Gobi Tent,2011
1233,Nosaj Thing,0IVapwlnM3dEOiMsHXsghT,Mojave Tent,2016
1234,Monarchy,4YXRO4slasYnty9nb73LrO,Gobi Tent,2011
1235,Marina and the Diamonds,6CwfuxIqcltXDGjfZsMd9A,Gobi Tent,2011
1236,Marina and the Diamonds,6CwfuxIqcltXDGjfZsMd9A,Coachella Stage,2015
1237,Kele,1U0sIzpRtDkvu1hXXzxh60,Gobi Tent,2011
1238,The Morning Benders,5UqjSHztpMyc0liXncNbGD,Gobi Tent,2011
1239,Omar Rodríguez-López,4ANigmoglCpG6sHgfT1hkB,Gobi Tent,2011
1240,Brandt Brauer Frick,29TG40TGDvrOFQZM4adBf7,Gobi Tent,2011
1241,Gayngs,3OUN7gnsDijEfvaHpXAAzI,Mojave Tent,2011
1242,Robyn,6UE7nl9mha6s8z0wFQFIZ2,Mojave Tent,2011
1243,The Aquabats,0WgiEOrXlaXJGHKhkd9s4s,Mojave Tent,2011
1244,Yacht,6icQOAFXDZKsumw3YXyusw,Mojave Tent,2011
1245,The Pains of Being Pure at Heart,3zmmBJseZelpVEHj8S6Dek,Mojave Tent,2011
1246,The Drums,3m5qlPf2OkihLz3dRYnkPA,Mojave Tent,2011
1247,The Drums,3m5qlPf2OkihLz3dRYnkPA,Mojave Tent,2018
1248,Cold Cave,1ssulsHf3JrWakLxa8yFad,Mojave Tent,2011
1249,Black Joe Lewis & the Honeybears,6kbzJ40luXJ5IKnSpWr7SD,Mojave Tent,2011
1250,Hurts,3w4VAlllkAWI6m0AV0Gn6a,Mojave Tent,2011
1251,Miguel,360IAlyVv4PCEVjgyMZrxK,Mojave Tent,2011
1252,Miguel,360IAlyVv4PCEVjgyMZrxK,Outdoor Theatre,2018
1253,Sasha,4xnihxcoXWK3UqryOSnbw5,Sahara Tent,2011
1254,Sasha,4xnihxcoXWK3UqryOSnbw5,Yuma Tent,2016
1255,Sasha,4xnihxcoXWK3UqryOSnbw5,Yuma Tent,2017
1256,Magnetic Man,40ttEBZPhAHbXH6aUg4GkL,Sahara Tent,2011
1257,Erick Morillo,4DE0cYxMnEEmfKLwDkYwxb,Sahara Tent,2011
1258,Afrojack,4D75GcNG95ebPtNvoNVXhz,Sahara Tent,2011
1259,Afrojack,4D75GcNG95ebPtNvoNVXhz,Sahara Tent,2012
1260,Skrillex,5he5w2lnU9x7JFhnwcekXX,Sahara Tent,2011
1261,Skrillex,5he5w2lnU9x7JFhnwcekXX,Sahara Tent,2014
1262,Excision,5FKchcZpQOkqFvXBj1aCvb,Sahara Tent,2011
1263,12th Planet,3V1h3kAdiVDBiwlY2i6dJz,Sahara Tent,2011
1264,Tokimonsta,3VwKSHAfgzV1DOHV0aANCI,Sahara Tent,2011
1265,Tokimonsta,3VwKSHAfgzV1DOHV0aANCI,Oasis Dome,2011
1266,Alf Alpha,2oIaHZqH7LWHr02xXbjass,Sahara Tent,2011
1267,Alf Alpha,2oIaHZqH7LWHr02xXbjass,Oasis Dome,2011
1268,Alf Alpha,2oIaHZqH7LWHr02xXbjass,Gobi Tent,2012
1269,Alf Alpha,2oIaHZqH7LWHr02xXbjass,Yuma Tent,2014
1270,Alf Alpha,2oIaHZqH7LWHr02xXbjass,Sahara Tent,2015
1271,Alf Alpha,2oIaHZqH7LWHr02xXbjass,Outdoor Theatre,2018
1272,Alf Alpha,2oIaHZqH7LWHr02xXbjass,Coachella Stage,2019
1273,Jakes,3Q80PCEUBCiRhLSWdQApNt,Oasis Dome,2011
1274,Beardyman,6lITXT7V1VIC7nwlgh8ycO,Oasis Dome,2011
1275,Beardyman,6lITXT7V1VIC7nwlgh8ycO,Outdoor Theatre,2013
1276,Breakage,68Wb5Pcy71lLaKdIB6cBA5,Oasis Dome,2011
1277,Professionals,3jcHyrPcJhrTMdlthE8p74,Oasis Dome,2011
1278,Mount Kimbie,3NUtpWpGDoffm3RCGhSHtl,Oasis Dome,2011
1279,Kyle Hall,41OIv2uCiP3bPfbFYbnWSy,Oasis Dome,2011
1280,Emicida,2d9LRvQJnAXRijqIJDDs2K,Oasis Dome,2011
1281,Gabe Real,6c3SsI1zDcV1vWBIgxfDUw,Oasis Dome,2011
1282,Gabe Real,6c3SsI1zDcV1vWBIgxfDUw,Outdoor Theatre,2015
1283,Gabe Real,6c3SsI1zDcV1vWBIgxfDUw,Coachella Stage,2016
1284,Gabe Real,6c3SsI1zDcV1vWBIgxfDUw,Coachella Stage,2017
1285,Gabe Real,6c3SsI1zDcV1vWBIgxfDUw,Coachella Stage,2018
1286,Gabe Real,6c3SsI1zDcV1vWBIgxfDUw,Coachella Stage,2019
1287,Gabe Real,6c3SsI1zDcV1vWBIgxfDUw,Coachella Stage,2022
1288,Metaphase,1z7IV3ZYifPkztvWrTcb1O,Oasis Dome,2011
1289,Mumford & Sons,3gd8FJtBJtkRxdfbTu19U2,Coachella Stage,2011
1290,Erykah Badu,7IfculRW2WXyzNQ8djX8WX,Coachella Stage,2011
1291,Bomba Estéreo,5n9bMYfz9qss2VOW89EVs2,Coachella Stage,2011
1292,Trampled by Turtles,3GjVVVcFmUgEJEAAsbGkf4,Coachella Stage,2011
1293,Empire of the Sun,67hb7towEyKvt5Z8Bx306c,Outdoor Theatre,2011
1294,Empire of the Sun,67hb7towEyKvt5Z8Bx306c,Sahara Tent,2014
1295,Empire of the Sun,67hb7towEyKvt5Z8Bx306c,Sahara Tent,2017
